Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;Zona;Provincia;Ciudad;Edificio;Tipo de unidad;Codigo de Red;NOTAS;EXCEPCIONES ALERTAS;Last meter
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0323858;10.55.107.38;Kyocera;ECOSYS M3550idn;LSN7Y50762;6-HUELVA-PALOS DE LA FRONTERA-OT-2181001;; - RESPONSABLE OFICINA 2181001 - palos_frontera.huelva@correos.com;;CODIGO DE RED:2181001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:PALOS DE LA FRONTERA/DIRECCION:SANTA MARIA, 2/LOCALIDAD:PALOS_DE_LA_FRONTERA/PROVINCIA:HUELVA;0;6;HUELVA;PALOS_DE_LA_FRONTERA;0;OT;2181001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0324140;10.55.123.38;Kyocera;ECOSYS M3550idn;LSN7Y50449;2-CANTABRIA-CASTRO URDIALES-UR-3932094;; - PEDRO LOPEZ GARCIA DE VICUÑA 3932094 - ur_castrourdiales.cantabria@correos.com;;CODIGO DE RED:3932094/PERSONA DE CONTACTO:Pedro Maria Lopez Garcia de Vicuña/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD CASTRO URDIALES/DIRECCION:C/MATILDE DE LA TORRE, 4-6/LOCALIDAD:CASTRO URDIALES/PROVINCIA:CANTABRIA;123;2;CANTABRIA;CASTRO URDIALES;0;UD;3932094;;;05/12/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313415;10.55.81.6;Kyocera;ECOSYS M3550idn;LSN8153169;1-LEON-PONFERRADA-OT-2440002;;987403187 - RESPONSABLE OFICINA 2440002 - PONFERRADA.LEON@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:2440002/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:PC/LOCALIZACIÓN DESTINO:PONFERRADA/DIRECCION:GENERAL VIVES, 1/LOCALIDAD:PONFERRADA/PROVINCIA:LEON;0;1;LEON;PONFERRADA;0;OT;2440002;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308116;10.55.44.103;Kyocera;ECOSYS M3550idn;LSN7Y50731;4-GUADALAJARA-BRIHUEGA-OT-1940001;; - RESPONSABLE OFICINA 1940001 - brihuega.guadalajara@correos.com;;CODIGO DE RED:1940001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:BRIHUEGA/DIRECCION:CONSTITUCION, 49/LOCALIDAD:BRIHUEGA/PROVINCIA:GUADALAJARA;0;4;GUADALAJARA;BRIHUEGA;0;OT;1940001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0323758;10.55.100.71;Kyocera;ECOSYS M3550idn;LSN7Y50767;4-CIUDAD REAL-MEMBRILLA-OT-1323001;; - RESPONSABLE OFICINA 1323001 - membrilla.ciudadreal@correos.com;;CODIGO DE RED:1323001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:CAJA/LOCALIZACIÓN DESTINO:MEMBRILLA/DIRECCION:SANTIAGO, 47/LOCALIDAD:MEMBRILLA/PROVINCIA:CIUDAD REAL;0;4;CIUDAD REAL;MEMBRILLA;0;OT;1323001;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311293;10.55.220.199;Kyocera;ECOSYS M3550idn;LSN7841593;4-TOLEDO-FUENSALIDA-OT-4551001;;925784902 - RESPONSABLE OFICINA 4551001 - FUENSALIDA.TOLEDO@CORREOS.COM;;CODIGO DE RED:4551001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:FUENSALIDA/DIRECCION:VENANCIO MORENO 3/LOCALIDAD:FUENSALIDA/PROVINCIA:TOLEDO;0;4;TOLEDO;FUENSALIDA;0;OT;4551001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0323857;10.55.107.37;Kyocera;ECOSYS M3550idn;LSN7Y50763;6-HUELVA-PALOS DE LA FRONTERA-OT-2181001;; - RESPONSABLE OFICINA 2181001 - palos_frontera.huelva@correos.com;;CODIGO DE RED:2181001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:PALOS DE LA FRONTERA/DIRECCION:SANTA MARIA, 2/LOCALIDAD:PALOS_DE_LA_FRONTERA/PROVINCIA:HUELVA;0;6;HUELVA;PALOS_DE_LA_FRONTERA;0;OT;2181001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0323721;10.55.33.37;Kyocera;ECOSYS M3550idn;LSN7841839;2-LA RIOJA-RINCON DE SOTO-OS-2655001;;941160382 - RESPONSABLE OFICINA 2655001 - rincon_soto.larioja@correos.com;;CODIGO DE RED:2655001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:RINCON DE SOTO/DIRECCION:FRANCISCO LLORENTE 1 /LOCALIDAD:RINCON_DE_SOTO/PROVINCIA:LA RIOJA;0;2;LA RIOJA;RINCON_DE_SOTO;0;OS2;2655001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312490;10.56.13.166;Kyocera;ECOSYS P3055dn;VLW7Y73409;1-ASTURIAS-LANGREO LLANGREU-UR-3372594;; - RESPONSABLE OFICINA 3372594 - ur_langreo.asturias@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:3372594/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD LANGREO/DIRECCION:PLAZA EDUARDO MEREDIZ 2/LOCALIDAD:LANGREO_LLANGREU/PROVINCIA:ASTURIAS;0;1;ASTURIAS;LANGREO_LLANGREU;0;UD;3372594;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313827;10.56.30.70;Kyocera;ECOSYS M3550idn;LSN7Y49173;5-BALEARES-ARTA-OT MIXTA -757001;; - RESPONSABLE OFICINA 0757001 - arta.baleares@correos.com;;CODIGO DE RED:0757001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:ARTA/DIRECCION:CIUTAT, 12/LOCALIDAD:ARTA/PROVINCIA:BALEARES;0;5;BALEARES;ARTA;0;OT;757001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312491;10.56.13.172;Kyocera;ECOSYS P3055dn;VLW7Y73396;1-ASTURIAS-LANGREO LLANGREU-UR-3372594;; - RESPONSABLE OFICINA 3372594 - ur_langreo.asturias@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:3372594/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD LANGREO/DIRECCION:PLAZA EDUARDO MEREDIZ 2/LOCALIDAD:LANGREO_LLANGREU/PROVINCIA:ASTURIAS;0;1;ASTURIAS;LANGREO_LLANGREU;0;UD;3372594;;;06/04/2020
Off;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309438;10.55.58.7;Kyocera;ECOSYS M3550idn;LSN7Y50496;1-OURENSE-LEIRO-OT-3242001;;988488129 - RESPONSABLE OFICINA 3242001 - LEIRO.ORENSE@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3242001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:LEIRO/DIRECCION:PRADO, 21/LOCALIDAD:LEIRO/PROVINCIA:ORENSE;0;1;ORENSE;LEIRO;0;OT;3242001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0312004;10.55.190.104;Kyocera;ECOSYS P3055dn;VLW7439162;6-CADIZ-JEREZ DE LA FRONTERA-UR-1115794;; - MATIAS RUIZ 1115794 - ur2_jerezfrontera.cadiz@correos.com;;CODIGO DE RED:1115794/PERSONA DE CONTACTO:MATIAS RUIZ/DEPARTAMENTO:SGIE/LOCALIZACIÓN DESTINO:JEREZ FRTA. UNIDAD REPARTO 2/DIRECCION:LECHUGA, 23/LOCALIDAD:JEREZ DE LA FRONTERA/PROVINCIA:CADIZ;236;6;CADIZ;JEREZ DE LA FRONTERA;0;UR;1115794;;;14/08/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312821;10.55.41.165;Kyocera;ECOSYS M3550idn;LSN7637560;1-BURGOS-LERMA-OT-934001;; - RESPONSABLE OFICINA 0934001 - lerma.burgos@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:934001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:LERMA/DIRECCION:AVD MADRID 11/LOCALIDAD:LERMA/PROVINCIA:BURGOS;0;1;BURGOS;LERMA;0;OT;934001;;;06/04/2020
On;OrangeEvent;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308157;10.57.100.210;Kyocera;TASKalfa 3252ci;W2S7Z36112;CD-MADRID-MADRID-CD-9118298;; - AURORA VELASCO 9118298 - ;;CODIGO DE RED:9118298/PERSONA DE CONTACTO:Aurora Velasco/DEPARTAMENTO:planta 6,  Dirección de Comunicación/LOCALIZACIÓN DESTINO:SUBDIRECCION DE COMUNICACIÓN/DIRECCION:VIA DUBLIN, 7 PLANTA 6º/LOCALIDAD:MADRID/PROVINCIA:MADRID;0;CD;MADRID;MADRID;0;D2;9118298;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0324141;10.55.123.39;Kyocera;ECOSYS M3550idn;LSN7Y50450;2-CANTABRIA-CASTRO URDIALES-UR-3932094;; - PEDRO LOPEZ GARCIA DE VICUÑA 3932094 - ur_castrourdiales.cantabria@correos.com;;CODIGO DE RED:3932094/PERSONA DE CONTACTO:Pedro Maria Lopez Garcia de Vicuña/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD CASTRO URDIALES/DIRECCION:C/MATILDE DE LA TORRE, 4-6/LOCALIDAD:CASTRO URDIALES/PROVINCIA:CANTABRIA;108;2;CANTABRIA;CASTRO URDIALES;0;UD;3932094;;;20/12/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309437;10.55.58.6;Kyocera;ECOSYS M3550idn;LSN7Y50504;1-OURENSE-LEIRO-OT-3242001;;988488129 - RESPONSABLE OFICINA 3242001 - LEIRO.ORENSE@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:3242001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:LEIRO/DIRECCION:PRADO, 21/LOCALIDAD:LEIRO/PROVINCIA:ORENSE;0;1;ORENSE;LEIRO;0;OT;3242001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313414;10.55.81.7;Kyocera;ECOSYS M3550idn;LSN8153311;1-LEON-PONFERRADA-OT-2440002;;987403187 - RESPONSABLE OFICINA 2440002 - PONFERRADA.LEON@CORREOS.COM - tecnologia.zona1@correos.com;;CODIGO DE RED:2440002/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:PC/LOCALIZACIÓN DESTINO:PONFERRADA/DIRECCION:GENERAL VIVES, 1/LOCALIDAD:PONFERRADA/PROVINCIA:LEON;0;1;LEON;PONFERRADA;0;OT;2440002;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312866;10.55.12.230;Kyocera;ECOSYS M3550idn;LSN8152998;2-TERUEL-CELLA-OT-4418094;; - RESPONSABLE OFICINA 4418094 - cella.teruel@correos.com;;CODIGO DE RED:4418094/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:CELLA OT/DIRECCION:SILAOS 2/LOCALIDAD:CELLA/PROVINCIA:TERUEL;0;2;TERUEL;CELLA;0;OS2;4418094;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309791;10.55.112.166;Kyocera;ECOSYS P3055dn;VLW7440231;5-CASTELLON-VINAROS-UD-1212194;; - RESPONSABLE OFICINA 1212194 - ur_vinaros.castellon@correos.com;;CODIGO DE RED:1212194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD VINAROS/DIRECCION:COSTA Y BORRAS 48/LOCALIDAD:VINAROS/PROVINCIA:CASTELLON;0;5;CASTELLON;VINAROS;0;UD;1212194;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313824;10.56.25.166;Kyocera;ECOSYS M3550idn;LSN7Z52804;5-BALEARES-ARENAL -OT -760002;; - RESPONSABLE OFICINA 0760002 - s_arenal.baleares@correos.com;;CODIGO DE RED:0760002/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:S'ARENAL/DIRECCION:QUARTER 27/LOCALIDAD:ARENAL_(S')/PROVINCIA:BALEARES;0;5;BALEARES;ARENAL;0;OT;760002;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313825;10.56.25.167;Kyocera;ECOSYS M3550idn;LSN7Z51716;5-BALEARES-ARENAL -UD-724194;; - RESPONSABLE OFICINA 0724194 - ur_arenal.baleares@correos.com;;CODIGO DE RED:0724194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD ARENAL, S'/DIRECCION:QUARTER 27/LOCALIDAD:ARENAL_(S')/PROVINCIA:BALEARES;0;5;BALEARES;ARENAL;0;UD;724194;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0312843;10.55.17.167;Kyocera;ECOSYS M3550idn;LSN7Y50603;2-ALAVA-VITORIA GASTEIZ-SUC-0111494;;945259064 - RESPONSABLE OFICINA 0111494 - SUC6.VITORIA@CORREOS.COM;;CODIGO DE RED:111494/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:VITORIA-GASTEIZ SUC 6/DIRECCION:AVDA DE PRAGA, 17 ESQ C/ NICOSIA/LOCALIDAD:VITORIA-GASTEIZ/PROVINCIA:ALAVA;101;2;ALAVA;VITORIA-GASTEIZ;0;SU;111494;;;27/12/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311389;10.55.88.103;Kyocera;ECOSYS M3550idn;LSN7Y48737;1-LUGO-VIVEIRO-OT-2785001;; - RESPONSABLE OFICINA 2785001 - viveiro.lugo@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:2785001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:OFICINA/LOCALIZACIÓN DESTINO:VIVEIRO/DIRECCION:AVD. RAMON CANOSA, 4/LOCALIDAD:VIVEIRO_OT/PROVINCIA:LUGO;0;1;LUGO;VIVEIRO_OT;0;OT;2785001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0309792;10.55.112.167;Kyocera;ECOSYS M3550idn;LSN7Y48839;5-CASTELLON-VINAROS-UD-1212194;; - RESPONSABLE OFICINA 1212194 - ur_vinaros.castellon@correos.com;;CODIGO DE RED:1212194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:UD VINAROS/DIRECCION:COSTA Y BORRAS 48/LOCALIDAD:VINAROS/PROVINCIA:CASTELLON;0;5;CASTELLON;VINAROS;0;UD;1212194;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0313580;10.56.58.166;Kyocera;ECOSYS M3550idn;LSN7943389;5-ALICANTE-CREVILLENT-OT-333001;; - RESPONSABLE OFICINA 0333001 - crevillente.alicante@correos.com;;CODIGO DE RED:0333001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:CREVILLENT/DIRECCION:GUTIERREZ CARDENAS, 8/LOCALIDAD:CREVILLENT/PROVINCIA:ALICANTE;272;5;ALICANTE;CREVILLENT;0;OT;333001;;;09/07/2019
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0313581;10.56.58.167;Kyocera;ECOSYS M3550idn;LSN7Y50667;5-ALICANTE-CREVILLENT-OT-333001;; - RESPONSABLE OFICINA 0333001 - crevillente.alicante@correos.com;;CODIGO DE RED:0333001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:CREVILLENT/DIRECCION:GUTIERREZ CARDENAS, 8/LOCALIDAD:CREVILLENT/PROVINCIA:ALICANTE;272;5;ALICANTE;CREVILLENT;0;OT;333001;;;09/07/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0311388;10.55.88.102;Kyocera;ECOSYS M3550idn;LSN7Y48738;1-LUGO-VIVEIRO-OT-2785001;; - RESPONSABLE OFICINA 2785001 - viveiro.lugo@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:2785001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:OFICINA/LOCALIZACIÓN DESTINO:VIVEIRO/DIRECCION:AVD. RAMON CANOSA, 4/LOCALIDAD:VIVEIRO_OT/PROVINCIA:LUGO;0;1;LUGO;VIVEIRO_OT;0;OT;2785001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308496;10.55.240.25;Kyocera;ECOSYS P3055dn;VLW7754090;7-LAS PALMAS-PALMAS DE GRAN CANARIA-JP-3500001;;928367607 - MARIA AMAYA 03803 - isabel.amaya@correos.com;;CODIGO DE RED:3500001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:DISTRIBUCION/LOCALIZACIÓN DESTINO:PALMAS DE G. C, LAS JP/DIRECCION:AV PRIMERO DE MAYO, 62/LOCALIDAD:PALMAS_DE_GRAN_CANARIA_(LAS)/PROVINCIA:LAS PALMAS;0;7;LAS PALMAS;PALMAS_DE_GRAN_CANARIA_(LAS);0;JP;3500001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313530;10.56.21.133;Kyocera;ECOSYS M3550idn;LSN7Y50029;5-MURCIA-TORRE PACHECO-OT-3070001;; - RESPONSABLE OFICINA 3070001 - torrepacheco.murcia@correos.com;;CODIGO DE RED:3070001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:TORRE-PACHECO/DIRECCION:JOSE JIMENEZ 2/LOCALIDAD:TORRE_PACHECO/PROVINCIA:MURCIA;0;5;MURCIA;TORRE_PACHECO;0;OT;3070001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313532;10.56.21.165;Kyocera;ECOSYS M3550idn;LSN7X48168;5-MURCIA-TORRE PACHECO-OS-3039794;; - RESPONSABLE OFICINA 3039794 - roldan.murcia@correos.com;;CODIGO DE RED:3039794/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:/LOCALIZACIÓN DESTINO:ROLDAN/DIRECCION:C/ MAYOR, 37 esquina RUIZ ALARCON/LOCALIDAD:ROLDAN/PROVINCIA:MURCIA;0;5;MURCIA;ROLDAN;0;OS2;3039794;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313823;10.56.25.165;Kyocera;ECOSYS M3550idn;LSN7Z52796;5-BALEARES-ARENAL -OT -760002;; - RESPONSABLE OFICINA 0760002 - s_arenal.baleares@correos.com;;CODIGO DE RED:0760002/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:S'ARENAL/DIRECCION:QUARTER 27/LOCALIDAD:ARENAL_(S')/PROVINCIA:BALEARES;0;5;BALEARES;ARENAL;0;OT;760002;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308662;10.56.28.38;Kyocera;ECOSYS M3550idn;LSN7X46946;5-BALEARES-NUESTRA SEÑORA DE JESUS-OT-781915;;971191381 - RESPONSABLE OFICINA 0781915 - JESUS.BALEARES@CORREOS.COM;;CODIGO DE RED:0781915/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:VENTANILLA/LOCALIZACIÓN DESTINO:NUESTRA SEÑORA DE JESUS/DIRECCION:LLINQUER S/N (EDIF. LOS ARCOS BAJO LOCAL 6)/LOCALIDAD:NUESTRA_SEÑORA_DE_JESUS/PROVINCIA:BALEARES;0;5;BALEARES;NUESTRA_SEÑORA_DE_JESUS;0;OT;781915;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313826;10.56.30.69;Kyocera;ECOSYS M3550idn;LSN7Y49178;5-BALEARES-ARTA-OT MIXTA -757001;; - RESPONSABLE OFICINA 0757001 - arta.baleares@correos.com;;CODIGO DE RED:0757001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:ARTA/DIRECCION:CIUTAT, 12/LOCALIDAD:ARTA/PROVINCIA:BALEARES;0;5;BALEARES;ARTA;0;OT;757001;;;06/04/2020
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CORREOS_KYO_ES;E0313582;10.56.58.168;Kyocera;ECOSYS M3550idn;LSN7Y50671;5-ALICANTE-CREVILLENT-UD-334194;; - RESPONSABLE OFICINA 0334194 - ur_crevillente.alicante@correos.com;;CODIGO DE RED:0334194/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:REPARTO/LOCALIZACIÓN DESTINO:UD CREVILLENTE/DIRECCION:C/ GUTIÉRREZ DE CÁRDENAS, 8/LOCALIDAD:CREVILLENT/PROVINCIA:ALICANTE;272;5;ALICANTE;CREVILLENT;0;UD;334194;;;09/07/2019
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0313735;10.56.57.102;Kyocera;ECOSYS M3550idn;LSN7Y48973;5-ALICANTE-MUTXAMEL-OT-311036;; - RESPONSABLE OFICINA 0311036 - mutxamel.alicante@correos.com;;CODIGO DE RED:0311036/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:MOSTRADOR/LOCALIZACIÓN DESTINO:MUTXAMEL/DIRECCION:PL. NOVA 26/LOCALIDAD:MUCHAMIEL/MUTXAMEL/PROVINCIA:ALICANTE;0;5;ALICANTE;MUCHAMIEL/MUTXAMEL;0;OT;311036;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308202;10.57.46.198;Kyocera;ECOSYS M3550idn;LSN7Y49475;4-MADRID-EL ESCORIAL-OT-2828001;; - RESPONSABLE OFICINA 2828001 - el_escorial.madrid@correos.com;;CODIGO DE RED:2828001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:EL ESCORIAL/DIRECCION:PZ. ESPAÑA, 11/LOCALIDAD:EL_ESCORIAL/PROVINCIA:MADRID;0;4;MADRID;EL_ESCORIAL;0;OT;2828001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308203;10.57.46.199;Kyocera;ECOSYS M3550idn;LSN7Y49470;4-MADRID-EL ESCORIAL-OT-2828001;; - RESPONSABLE OFICINA 2828001 - el_escorial.madrid@correos.com;;CODIGO DE RED:2828001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:EL ESCORIAL/DIRECCION:PZ. ESPAÑA, 11/LOCALIDAD:EL_ESCORIAL/PROVINCIA:MADRID;0;4;MADRID;EL_ESCORIAL;0;OT;2828001;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308204;10.57.71.198;Kyocera;ECOSYS M3550idn;LSN7Y49472;4-MADRID-COLMENAREJO-OT-2827003;; - RESPONSABLE OFICINA 2827003 - colmenarejo.madrid@correos.com;;CODIGO DE RED:2827003/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:COLMENAREJO/DIRECCION:VISTALEGRE, 14/LOCALIDAD:COLMENAREJO/PROVINCIA:MADRID;0;4;MADRID;COLMENAREJO;0;OT;2827003;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0308205;10.57.71.199;Kyocera;ECOSYS M3550idn;LSN7Y49471;4-MADRID-COLMENAREJO-OT-2827003;; - RESPONSABLE OFICINA 2827003 - colmenarejo.madrid@correos.com;;CODIGO DE RED:2827003/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:ADMISION/LOCALIZACIÓN DESTINO:COLMENAREJO/DIRECCION:VISTALEGRE, 14/LOCALIDAD:COLMENAREJO/PROVINCIA:MADRID;0;4;MADRID;COLMENAREJO;0;OT;2827003;;;06/04/2020
On;NoEvents;CountersEnabled;NoBillingData;True;Network;CORREOS_KYO_ES;E0312517;10.58.9.108;Kyocera;ECOSYS M3550idn;LSN7Y49945;1-ASTURIAS-GRAU GRADO-OT-3382001;; - RESPONSABLE OFICINA 3382001 - grado.asturias@correos.com - tecnologia.zona1@correos.com;;CODIGO DE RED:3382001/PERSONA DE CONTACTO:RESPONSABLE OFICINA/DEPARTAMENTO:INTERIOR/LOCALIZACIÓN DESTINO:GRADO/DIRECCION:EULOGIO DIAZ MIRANDA 21/LOCALIDAD:GRADO/PROVINCIA:ASTURIAS;0;1;ASTURIAS;GRADO;0;OT;3382001;;;06/04/2020
